dst,src,Protocol,bytecount,lstm_result,label
0.8823529411764706,0.0,1.0,0.532565269254455,0.9999163,0
0.9411764705882352,0.1111111111111111,1.0,0.8480296225323579,0.993262,0
0.8823529411764706,0.5555555555555556,0.0,0.5628986927994849,5.288902e-06,1
0.7058823529411764,0.1111111111111111,0.5,0.06867301847815482,0.14243297,0
0.8823529411764706,0.16666666666666666,0.0,0.00012322603279829762,0.99997616,0
0.9411764705882352,0.6111111111111109,1.0,0.2931634183409899,0.13031901,1
0.9411764705882352,0.7222222222222222,1.0,0.5239142716014046,0.99989116,0
0.0,0.3333333333333333,0.5,0.044543458151494505,0.9717924,0
0.7058823529411764,0.9444444444444444,0.5,0.027911967430917742,0.2617819,1
0.7647058823529411,0.9444444444444444,0.0,0.00013721385273756385,0.99999833,0
0.9411764705882352,0.05555555555555555,1.0,0.2418807128231103,0.0003180017,1
0.5882352941176471,1.0,0.5,0.038468244814471135,0.24366526,1
0.5882352941176471,0.7777777777777777,0.0,0.0004016502582560728,0.9999982,0
0.7058823529411764,0.8888888888888888,0.5,0.014377399075942047,0.3220588,0
0.9411764705882352,0.5555555555555556,0.5,0.08817354836368946,0.50843287,1
0.5882352941176471,0.8888888888888888,0.0,2.597737988720869e-05,0.99999654,0
1.0,0.7777777777777777,0.0,0.000557514537579325,0.99999595,0
1.0,0.5,0.0,6.660866637745818e-07,0.99999785,0
0.8823529411764706,0.7222222222222222,0.5,0.10245513970889104,0.8494124,0
0.05882352941176471,0.7222222222222222,0.0,0.6875536989892651,8.9014684e-05,1
0.9411764705882352,0.6111111111111109,1.0,0.6245852506037566,0.099340804,1
0.9411764705882352,0.5555555555555556,1.0,0.8492033759827717,0.7454375,0
0.1764705882352941,0.8888888888888888,0.0,0.0003317111585597417,0.99998033,0
0.9411764705882352,0.5555555555555556,1.0,0.35861066066811675,0.8785314,0
0.6470588235294118,0.3333333333333333,0.5,0.02228977458689339,0.56285596,0
0.8823529411764706,0.16666666666666666,0.0,0.000402982431583622,0.9999732,0
0.05882352941176471,0.8333333333333333,0.0,0.00022313903236448492,0.99998164,0
0.29411764705882354,0.05555555555555555,0.0,0.0004709232712886294,0.9999999,0
0.7647058823529411,1.0,1.0,0.03839297702146462,0.033650376,1
0.7647058823529411,1.0,1.0,0.283374513574921,0.6147762,0
0.7647058823529411,0.5555555555555556,0.0,0.9206594812590468,4.1066884e-05,1
0.7647058823529411,0.5555555555555556,1.0,0.4456930231404896,0.46690446,0
0.7647058823529411,0.16666666666666666,1.0,0.05477516101931432,0.013890036,1
1.0,0.2777777777777778,0.0,0.483322325005134,2.3544397e-05,1
0.5882352941176471,0.8888888888888888,0.0,0.9215561426573304,2.6232117e-06,1
0.7058823529411764,0.3333333333333333,0.5,0.027224253340978558,0.15424396,1
0.6470588235294118,0.05555555555555555,1.0,0.03846379970551085,0.010645343,1
0.1176470588235294,0.8888888888888888,0.0,0.0003836659183341592,0.9999596,0
0.4705882352941176,0.6666666666666666,0.5,0.023039869731935867,0.9227935,0
0.7058823529411764,0.2777777777777778,0.5,0.029228589673908574,0.13672784,0
0.7647058823529411,1.0,0.5,0.08146942687361444,0.048890162,1
0.9411764705882352,0.05555555555555555,1.0,0.5045337188769817,0.0003646147,1
0.3529411764705882,0.0,0.5,0.03340793005535411,0.9798095,0
0.0,0.9444444444444444,0.5,0.008961706691293205,0.5745593,0
0.0,0.8888888888888888,0.0,0.0002730955321475785,0.99994016,0
0.7647058823529411,1.0,0.5,0.09535407134802253,0.053578865,1
0.8235294117647058,0.05555555555555555,0.0,0.8899720122618127,4.364207e-06,1
0.9411764705882352,0.8333333333333333,1.0,0.10047184627709414,0.91530544,0
0.8823529411764706,0.16666666666666666,1.0,0.9223963226252472,0.8258462,0
0.7647058823529411,0.16666666666666666,1.0,0.44596834802392,0.59540987,0
0.2352941176470588,0.0,0.5,0.5974299168420706,0.9996117,0
0.05882352941176471,0.1111111111111111,1.0,0.8118120981483865,0.46041527,1
0.8823529411764706,0.16666666666666666,1.0,0.5326739501294934,0.9971818,0
0.9411764705882352,0.05555555555555555,0.0,0.0005721684441823658,0.999992,0
0.8823529411764706,0.0,0.0,7.127127302388025e-05,0.9999479,0
0.9411764705882352,0.5555555555555556,0.5,0.002590927592423909,0.33267117,1
0.8823529411764706,0.7222222222222222,0.5,0.6025243107698832,0.99983346,0
0.8823529411764706,0.0,0.0,0.001152996014993801,0.99991035,0
0.1764705882352941,0.4444444444444444,0.5,0.01241342215739462,0.20294309,1
0.8823529411764706,0.05555555555555555,1.0,0.11818889513635887,0.00024141202,1
0.0,0.8888888888888888,0.0,0.5823749309121998,7.758853e-06,1
0.1176470588235294,0.16666666666666666,0.5,0.23609197112593155,0.9997192,0
0.7647058823529411,1.0,0.0,0.00020648686577012042,0.99999833,0
0.1176470588235294,0.05555555555555555,0.0,0.0005068919511324566,0.9998703,0
0.1176470588235294,0.7777777777777777,0.0,0.0003070659520000822,0.99998605,0
0.05882352941176471,0.1111111111111111,1.0,0.9366697442136134,0.32884803,0
0.8823529411764706,1.0,0.0,0.0008612500562605342,0.99999774,0
0.6470588235294118,1.0,0.5,0.018466980881042615,0.45683777,0
1.0,0.9444444444444444,0.5,0.023167010723084514,0.8005698,0
0.1764705882352941,1.0,0.0,0.0005475232376227062,0.9999733,0
0.5882352941176471,0.9444444444444444,0.5,0.013614199695310213,0.3811036,1
0.6470588235294118,0.5555555555555556,1.0,0.902239643001473,0.20365003,0
0.1764705882352941,0.4444444444444444,0.5,0.024701484085945788,0.24003316,1
1.0,0.5,0.0,0.0005208797710717231,0.99999785,0
0.1764705882352941,0.9444444444444444,0.0,0.0001578625393145759,0.9999789,0
0.8823529411764706,0.0,1.0,0.4345206291865501,0.99993193,0
0.6470588235294118,0.05555555555555555,1.0,0.17649049567056582,0.65079075,1
0.8823529411764706,0.16666666666666666,1.0,0.4327237720525832,0.9974579,0
0.7647058823529411,0.5555555555555556,0.5,0.2799749703662801,0.9990132,0
0.7647058823529411,0.5555555555555556,0.5,0.0415450894249213,0.14382733,1
0.8823529411764706,0.5555555555555556,0.0,0.00033837202519748763,0.9999763,0
0.9411764705882352,0.2222222222222222,0.5,0.0225672064791582,0.5304868,0
0.05882352941176471,0.7777777777777777,0.0,0.0005028954311498093,0.9999907,0
0.9411764705882352,0.8333333333333333,1.0,0.10054430019378637,0.9158058,0
0.6470588235294118,0.1111111111111111,1.0,0.9674554134161354,0.38390112,0
0.7647058823529411,0.6666666666666666,1.0,0.8461469353740018,0.3058085,1
0.9411764705882352,0.5555555555555556,0.5,0.030603841136916957,0.29530627,0
0.29411764705882354,0.6666666666666666,0.5,0.09193557865347754,0.5049693,0
1.0,0.16666666666666666,0.5,0.04783793638412897,0.22688234,1
0.6470588235294118,0.1111111111111111,1.0,0.9366697442136134,0.38346538,0
0.5294117647058824,1.0,0.0,0.0004815806579090227,0.9999944,0
0.8823529411764706,0.6666666666666666,1.0,0.8588832192528517,0.9857808,0
0.7647058823529411,1.0,1.0,0.5432087496165414,0.5219838,0
0.7647058823529411,0.5555555555555556,0.0,0.0004276276381432815,0.9999862,0
0.0,0.8888888888888888,0.0,0.0003257163785857705,0.9999385,0
0.8823529411764706,0.7777777777777777,0.0,0.227567448377366,1.3656561e-05,1
0.2352941176470588,0.9444444444444444,0.5,0.004238431784046114,0.5522157,1
0.7647058823529411,0.16666666666666666,1.0,0.4346600587969651,0.59624803,1
0.6470588235294118,0.7222222222222222,1.0,0.4606732306471477,0.5883951,1
0.6470588235294118,1.0,0.0,7.859822632540065e-05,0.99999654,0
0.7647058823529411,0.8888888888888888,1.0,0.3245874432523049,0.60113156,1
0.9411764705882352,0.1111111111111111,1.0,0.26290628210937034,0.99828374,0
0.29411764705882354,0.6666666666666666,0.5,0.016166344731575983,0.34543228,1
0.8235294117647058,0.7222222222222222,0.5,0.03049643806078465,0.23829953,1
1.0,0.9444444444444444,0.5,0.0314564456601538,0.7697164,1
0.6470588235294118,0.7222222222222222,1.0,0.52695618064602,0.5424951,1
0.6470588235294118,0.7777777777777777,0.0,0.0005774971374925624,0.9999976,0
0.4117647058823529,1.0,0.0,0.0005794953974838863,0.999985,0
0.9411764705882352,0.7777777777777777,1.0,0.2620513258924021,0.99926513,0
0.6470588235294118,0.0,0.5,0.013542574988546368,0.35294443,0
0.8823529411764706,0.9444444444444444,0.5,0.012217606271850277,0.61388326,0
0.0,0.16666666666666666,0.5,0.06806081686611906,0.08573054,1
0.7647058823529411,0.8888888888888888,0.0,0.00018117557254668622,0.9999982,0
0.8823529411764706,0.8333333333333333,0.0,0.0005208797710717231,0.9999964,0
0.1764705882352941,0.5555555555555556,0.5,0.025479486902839882,0.37428474,0
0.1176470588235294,0.6666666666666666,1.0,0.03864793868403107,0.05608512,1
0.8235294117647058,0.8888888888888888,0.0,0.00030573377867253306,0.99999833,0
0.8823529411764706,0.16666666666666666,1.0,0.630675117847383,0.99665016,0
0.6470588235294118,0.4444444444444444,0.5,0.02382823087613193,0.9092889,0
0.7647058823529411,0.5555555555555556,0.5,0.4798685840918305,0.9994923,0
0.9411764705882352,0.8888888888888888,0.0,0.9211365080591524,1.6700722e-05,1
0.1176470588235294,0.6666666666666666,0.0,1.1323473284167889e-05,0.9999937,0
0.6470588235294118,0.05555555555555555,1.0,0.7962098608530006,0.36409712,1
0.9411764705882352,0.0,1.0,0.9783887094449906,0.06351674,1
0.6470588235294118,0.05555555555555555,0.5,0.04399079653103697,0.25565776,1
0.0,0.16666666666666666,0.5,0.029673467597283083,0.62111205,0
0.7647058823529411,0.8888888888888888,1.0,0.9680205539663348,0.41335455,0
0.7647058823529411,1.0,1.0,0.3814046628594875,0.57209116,0
0.0,0.16666666666666666,0.5,0.01214346674809055,0.5994348,0
0.7647058823529411,0.16666666666666666,1.0,0.9687523385249258,0.3478174,0
0.05882352941176471,0.2222222222222222,0.0,0.00020382251911502203,0.9999993,0
0.4705882352941176,0.6666666666666666,0.5,0.4235038684206423,0.99986935,0
0.4705882352941176,0.6666666666666666,0.5,0.03488044376487896,0.91800493,0
0.05882352941176471,0.2777777777777778,0.0,0.00040564677823872033,0.9999994,0
0.1176470588235294,0.6666666666666666,0.0,0.17280026680441155,0.0005382415,1
0.6470588235294118,0.1111111111111111,0.5,0.006053558723647997,0.6398457,0
0.3529411764705882,0.0,0.5,0.04502434553552899,0.9846561,0
0.7647058823529411,1.0,1.0,0.9204328486700988,0.4308157,1
1.0,0.5555555555555556,0.0,0.00045626936468558845,0.9999975,0
0.8823529411764706,0.05555555555555555,1.0,0.31853918603475634,0.00041664316,1
0.7647058823529411,0.16666666666666666,0.5,0.04110790548219366,0.20693089,1
0.6470588235294118,0.8888888888888888,0.0,0.0004096432982213678,0.99999654,0
0.5882352941176471,0.8888888888888888,0.0,0.0005002310844947109,0.99999607,0
0.9411764705882352,0.16666666666666666,0.0,0.4487537729221661,3.491634e-05,1
0.7647058823529411,0.5555555555555556,0.0,0.00016785383927119462,0.9999876,0
0.6470588235294118,0.7777777777777777,0.0,0.0005641754042170707,0.9999976,0
0.7647058823529411,0.05555555555555555,0.0,0.00033370941855106546,0.99999535,0
0.6470588235294118,0.1111111111111111,0.0,0.00022114077237316118,0.99998903,0
0.8823529411764706,0.0,1.0,0.532565269254455,0.9999163,0
0.7647058823529411,0.05555555555555555,0.0,0.0005295388977007926,0.999995,0
0.8823529411764706,0.16666666666666666,0.0,0.00034303463184390964,0.9999739,0
0.7058823529411764,0.05555555555555555,0.0,0.0003310450718959672,0.99999595,0
0.6470588235294118,0.05555555555555555,1.0,0.4775872372684025,0.600095,0
0.7647058823529411,0.05555555555555555,0.0,0.0001578625393145759,0.9999956,0
0.6470588235294118,0.5555555555555556,1.0,0.3491916514981288,0.6406735,0
0.8823529411764706,0.0,1.0,0.5301018360869197,0.9999167,0
0.8823529411764706,0.6666666666666666,0.0,9.125387293711772e-05,0.99999416,0
1.0,0.8888888888888888,0.5,0.9297571375977768,0.9850698,0
0.1764705882352941,0.5555555555555556,0.5,0.7695988150508561,0.9986235,0
0.7058823529411764,0.05555555555555555,0.0,0.00013188515942736718,0.99999607,0
0.7647058823529411,1.0,0.0,0.7912522729697641,2.4679603e-06,1
0.8823529411764706,0.5,1.0,0.4738391676113429,0.016234858,1
1.0,0.7777777777777777,0.0,0.00018717035252065748,0.99999595,0
0.8823529411764706,0.1111111111111111,0.0,0.00032438420525822127,0.9999647,0
0.9411764705882352,0.5555555555555556,1.0,0.9758238407940862,0.44729546,1
0.6470588235294118,0.3333333333333333,0.5,0.039342966133666384,0.5205629,0
0.7647058823529411,0.5555555555555556,0.0,0.0003630172317571471,0.9999865,0
0.8823529411764706,0.6666666666666666,1.0,0.9779612313365066,0.36517346,1
0.9411764705882352,0.0,1.0,0.8177438853550122,0.9997702,0
1.0,0.5555555555555556,0.0,0.00014387471937530967,0.9999976,0
0.9411764705882352,0.5555555555555556,1.0,0.1625431167073145,0.88565546,0
0.7647058823529411,0.6666666666666666,1.0,0.5753927794112231,0.3542799,0
0.3529411764705882,0.8888888888888888,0.5,0.024301614589994903,0.27196833,1
0.3529411764705882,0.7222222222222222,0.5,0.0050036837990908075,0.17313135,1
0.7647058823529411,0.6666666666666666,1.0,0.3529802572864409,0.4236619,1
0.9411764705882352,0.7777777777777777,1.0,0.16450661784967352,0.9979249,0
0.8823529411764706,0.5555555555555556,0.0,0.0005521858442691283,0.999974,0
0.9411764705882352,0.7777777777777777,1.0,0.06740387869876735,0.043350216,1
0.5882352941176471,1.0,0.0,0.0003849980916617083,0.99999535,0
0.7647058823529411,0.6666666666666666,1.0,0.237709256732787,0.4770521,1
0.7647058823529411,0.6666666666666666,0.0,0.0006654205771108072,0.9999902,0
0.9411764705882352,0.5555555555555556,0.5,0.006725300327261971,0.34021002,1
0.8823529411764706,0.2777777777777778,0.5,0.8698000262383772,0.98916024,0
0.9411764705882352,0.0,1.0,0.915781280031248,0.99265456,0
0.8823529411764706,0.2777777777777778,0.5,0.02802327187179501,0.42805344,1
1.0,0.8333333333333333,0.0,0.00016985209926251836,0.9999926,0
0.6470588235294118,0.1111111111111111,0.5,0.050738567087997295,0.6139344,0
0.9411764705882352,0.8333333333333333,1.0,0.0019852373173666832,0.90236956,0
0.7647058823529411,0.8333333333333333,0.5,0.4798685840918305,0.9993274,0
0.5882352941176471,0.8888888888888888,0.0,2.597737988720869e-05,0.99999654,0
0.7058823529411764,0.2777777777777778,0.5,0.04560241360444764,0.11598247,1
0.8823529411764706,1.0,0.0,0.4983296517545314,1.1500771e-05,1
0.1176470588235294,0.6666666666666666,0.5,0.08408633184592558,0.7420985,0
0.9411764705882352,0.7777777777777777,0.0,0.6203642186346009,2.403194e-05,1
0.6470588235294118,0.0,1.0,0.06007888287642212,0.029362742,1
0.05882352941176471,0.6666666666666666,0.5,0.3055252255787447,0.9948382,0
0.7647058823529411,0.8888888888888888,1.0,0.28231668639121466,0.6224791,0
0.5882352941176471,1.0,0.0,0.0006061388640348696,0.9999951,0
0.8823529411764706,0.5555555555555556,0.0,0.9216147582837426,3.5376513e-06,1
0.5882352941176471,0.9444444444444444,0.5,0.034273013508332686,0.32001427,1
0.8823529411764706,0.1111111111111111,0.5,0.015304673273548562,0.55143523,1
0.0,0.16666666666666666,0.5,0.04426056162986567,0.48761204,1
0.4705882352941176,0.6666666666666666,0.5,0.029592898298177118,0.9220806,0
0.6470588235294118,0.05555555555555555,1.0,0.2593951625877445,0.6403356,1
0.9411764705882352,1.0,0.5,0.005257299694724326,0.79833424,0
0.1764705882352941,0.7777777777777777,0.0,0.00030440160534498387,0.99998534,0
0.05882352941176471,0.6666666666666666,0.0,7.3269533015204e-05,0.99999857,0
0.4705882352941176,0.6666666666666666,0.5,0.04166059428986196,0.90829694,0
1.0,0.8333333333333333,0.0,0.00024778423892414444,0.9999926,0
0.8823529411764706,0.05555555555555555,1.0,0.8937681081266909,0.00040687268,1
0.9411764705882352,0.7777777777777777,0.5,0.02957910078871322,0.1744454,1
0.6470588235294118,0.7222222222222222,1.0,0.06005763607120825,0.011171156,1
0.5882352941176471,0.9444444444444444,0.0,0.0004942363045207397,0.999995,0
0.6470588235294118,0.5555555555555556,1.0,0.9781496115199064,0.19547789,1
0.9411764705882352,0.0,1.0,0.7194891289286998,0.9999014,0
1.0,0.9444444444444444,0.5,0.027556086841986748,0.79115343,0
0.8823529411764706,0.5555555555555556,0.0,0.00010390951954883476,0.9999784,0
0.9411764705882352,0.5555555555555556,1.0,0.2606167383418963,0.893137,0
0.8823529411764706,0.05555555555555555,1.0,0.6477371860184712,0.0006331486,1
0.8823529411764706,0.9444444444444444,0.0,0.0006574275371455122,0.9999974,0
0.7647058823529411,0.5555555555555556,1.0,0.6426300141015984,0.39456898,0
0.7647058823529411,0.8333333333333333,0.5,0.00587500671694026,0.23693156,1
0.29411764705882354,0.8888888888888888,0.5,0.001402411486563924,0.33288997,1
0.8823529411764706,0.0,0.0,0.00053353541768344,0.9999343,0
0.7647058823529411,0.16666666666666666,1.0,0.1867427248825142,0.56817394,0
1.0,0.8888888888888888,0.0,0.6501309927392339,5.173927e-05,1
0.9411764705882352,0.7777777777777777,1.0,0.2620513258924021,0.99926513,0
0.8823529411764706,0.16666666666666666,1.0,0.3359108485684459,0.9975674,0
0.8823529411764706,0.5,1.0,0.006862718084080283,0.014718431,1
0.7647058823529411,0.8333333333333333,0.5,0.023778233595532685,0.2155598,1
0.7647058823529411,0.8888888888888888,0.0,0.7460461537430516,4.439715e-06,1
0.8823529411764706,0.0,1.0,0.3364759891186451,0.999941,0
0.0,0.8888888888888888,0.0,0.5036804618606865,8.460872e-06,1
0.6470588235294118,0.5555555555555556,1.0,0.5269420161092108,0.5155452,1
0.7647058823529411,0.16666666666666666,0.5,0.09373217750894218,0.43631983,1
0.8823529411764706,0.05555555555555555,1.0,0.25164716095308626,0.00035595216,1
